9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
27
,8
,8
,8
,8
,8
,8
,8
,8
,8
,8
,8
,8
,8
,8
,8
,8
,8
,8
,8
,8
,8
,8
,8
,8
,8
,8
,8
,8
,28
9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
,9
